Date,A,B
93,96.75891697274054,74.3114954477825
94,95.88830019285325,74.03077628962691
95,95.17190333249656,72.72239780637553
96,96.16880284473557,73.30189612025801
97,94.56667000260018,72.210294220909
98,94.34604987407941,73.04750087498371
99,94.94892985080294,74.24727728898911
100,93.85777655091249,74.81856595115806
101,93.17587473967845,75.822063902891
102,95.12884816813228,75.80474214400262
103,95.8890424195513,78.16439954675481
104,95.31572814345328,78.57481979667969
105,96.19200229306051,78.2698448373473
106,96.08495300647076,78.86145356055307
107,95.6868563534677,77.15796181499263
108,97.20592896281528,78.14406602092075
109,96.70276289498194,77.45167502838015
110,97.0903272762601,77.52996571263455
111,95.90369437807453,78.29441423163018
112,97.61707447368855,80.9161926301408
113,96.78677813513977,80.09465816310644
114,97.35066293255993,81.45229067834399
115,99.771581373781,81.31132386812472
116,99.21299815923634,81.30992874697397
117,101.14310316579235,84.09720433995966
118,98.93888494938685,83.29459819165022
119,99.88563883528022,85.9097951453174
120,100.7198789440227,85.78898300753639
121,100.2607852105685,86.6899537764007
122,99.25365573534962,86.18627919371056
123,98.9923704837647,87.30365361557654
124,98.10697495769288,85.37973353357123
125,97.61312023014573,86.15741617271102
126,98.30189997078853,86.09722685733051
127,97.82802052218089,86.16054090708674
128,96.37184667493229,84.01207228272501
129,96.73691597404662,84.24709399316878
130,96.05031658859802,84.75506790317792
131,94.86183108020737,82.31819091160843
132,94.9343926839044,82.49872455073051
133,93.85335347802099,81.93434215149183
134,93.37069861883182,80.81593098053503
135,95.29636423817685,83.26312092738421
136,94.64541687267833,81.9652989169735
137,94.77055178498804,82.65914749631999
138,93.19818346181526,81.31857524995199
139,92.18883707978638,83.33754152316575
140,91.79425870960638,82.91907041768697
141,92.31188555015389,83.80060385930061
142,91.99512421542042,83.48182030147095
143,90.0271154997934,82.28934018574625
144,90.39233574330238,83.39369744587653
145,92.24603664326885,85.76378014239769
146,95.36797248143021,85.4236983089541
147,95.7832881121394,87.19092615319734
148,97.06148017382857,88.83032353132747
149,97.10524067059823,89.13888464257913
150,95.83603528243194,87.49727077274662
151,99.09540087093741,91.23794376321233
152,100.13619826172715,92.20561430566232
153,99.99988609645317,90.55508608221459
154,99.36909469801188,90.86459501243655
155,100.1728832247475,92.01247620614913
156,102.95555602007224,93.7235720340314
157,104.4562802402221,92.00765756578478
158,104.0891939434403,91.15836874401131
159,104.08953920549436,90.47975037989156
160,105.32897417801956,91.21889684479424
161,105.31710803113947,91.64009479434692
162,105.85745236959143,91.23867159346696
163,105.44773181296867,90.54644993551466
164,104.95663395275929,89.65766355230971
165,103.85381980854531,90.44623995275212
166,103.57534612186794,90.47250342538537
167,103.91735404925717,91.45000548211067
168,102.59112135889929,93.00636352435566
169,100.32238203246807,90.73100534474636
170,100.18717374576082,90.05574168588319
171,98.81485735970706,87.76345575347551
172,99.85181374262265,88.24979173338113
173,99.74461052104735,86.78590773603423
174,98.56399895016517,86.17792418198133
175,98.55826790835705,85.64753996774243
176,98.43547921153059,86.81592051387479
177,100.38254011523094,88.23197848248992
178,100.52883286084135,87.83433231995683
179,99.50538841471717,86.66381797201693
180,101.46632171976287,87.55243487971795
181,103.07810991418006,88.69838203659012
182,102.49783565010387,89.19716766315685
183,101.42593258962788,87.93611331954753
184,104.07610122787453,89.56341272037565
185,104.62942036289931,89.2343092135658
186,104.22572294955128,90.59182202103544
187,103.84092172759506,88.08897845682193
188,103.62683885982398,89.1641769508237
189,104.37109485597931,87.32209979549569
190,103.4122826809367,87.7912480118792
191,105.07293050819503,89.70802184199142
192,103.42029183043852,89.65004498779544
193,103.59127258244473,88.15959937148189
194,105.2111096765028,87.91791017221139
195,104.14246857261938,86.5849788748906
196,103.4466347806756,86.16783649968158
197,103.34525728584997,86.52876508705228
198,102.72865147195684,86.11857782500603
199,104.26023785735612,87.87552610408427
200,103.094281165747,88.3081613259145
201,105.84751848034374,88.97546184636738
202,106.24399186022039,88.9344614490614
203,104.80215743780799,86.49108584417769
204,104.56438454105026,85.53022397345231
205,106.67784427432986,86.27241572683694
206,103.29523338960583,83.75991206309754
207,102.95843832199581,83.74670986249563
208,103.49099725390512,83.07422243525939
209,103.33371431518405,84.16568886046237
210,103.71218103500539,85.11023382392361
211,104.867074871288,87.44799962977322
212,106.32290826804483,88.92542287338529
213,105.09094028991449,88.78994599640372
214,104.97092864263428,89.74301262650948
215,103.8313553493295,89.3332268817931
216,103.24242238327884,89.50869103395735
217,104.92937181551129,88.10585563765875
218,105.31671629690666,89.35141040857664
219,103.85894237277672,90.73143175774533
220,107.26083441460251,91.32061959236586
221,105.64707315346027,90.49604451810052
222,107.30476995266025,90.80930824926865
223,108.37297481597818,92.05307982879471
224,108.56353305666562,94.31456525931517
225,109.76991999579623,96.18573775619988
226,107.21339889320916,95.04369272099242
227,109.25727958236111,95.71926141767267
228,111.072634182027,96.49270630552822
229,112.94343324778836,98.45831091653052
230,113.95768266661484,98.66486109798409
231,111.99374618104788,98.46247872249646
232,111.36401300960567,97.8995983548483
233,112.00641315310742,97.762176359027
234,111.45921163647019,97.7656611642915
235,107.51216736213301,98.07661036432292
236,107.58118969129227,96.92030959309753
237,106.07573279935745,98.93490892961745
238,103.98571276008354,99.68793638850848
239,104.82802754557883,101.72473662292413
240,103.77313487551497,102.55183326692794
241,105.74162833689138,103.52201318203664
242,107.11117087709135,102.03769607370965
243,105.92723651701228,100.77377844664142
244,105.66364660037614,100.59718575274
245,103.11258814976276,97.59900809640293
246,101.092169209096,98.45627370900769
247,99.8453058299398,97.91895889760768
248,98.24942877592223,97.51090357762727
249,98.37367406788258,97.67627180756105
250,98.16484754598383,97.958835011897
251,99.78538994012297,98.23877414906306
252,100.0,100.0
