S1,S2,S3,F1,F2
-0.010436974665766437,-0.015044943595310657,-0.0032418657589708454,-0.019595024702237427,0.019867435823511994
0.013421544362785736,0.03171601481718022,0.02028864016637924,0.023208839698396773,-0.021326369808594602
0.022994852272247072,0.01859873851157763,0.01358602802194402,0.0008319691725366886,0.03443521085226658
-0.07109935969226198,-0.04275374805615314,-0.014448307585781552,-0.03374974569219872,-0.0920858724134839
0.030056474957058796,0.02338326685662501,0.013160527226980686,0.03345590429066275,0.012869463934541102
-0.02549238830323297,-0.007983004334719261,-0.004198649322399276,0.0016359285011227293,-0.05128229079638179
0.0007770001889380856,-0.0026697294982780248,0.008397027897652204,0.010233324895813413,-0.029432873399589613
0.09605766474594911,0.08355218549080365,0.0385437200029016,0.0746602788643797,0.06781034892453339
-0.036954694512066975,0.0030242349690554567,0.02704723159052321,0.023487578055433236,-0.11407697606325594
0.028730537054003545,0.015756690705448835,0.0114890673020306,0.009722837252931497,0.03149093643463914
0.019734703034251698,0.011591577535477071,0.006665800869234319,0.01394742687182807,0.013689407271705246
-0.023715975181486115,-0.02677102728525029,-0.016152496555526977,-0.02899679389200733,-0.017697312172873795
0.04366009912520992,0.060958381626627,0.033753720560671725,0.05012440170302667,0.022555470060256818
0.0856192048714095,0.08449447736569059,0.047055557853194534,0.08091839169208388,0.054389947764802764
0.032292170730905095,-0.004530575134473152,-0.019750801797965272,-0.025487366640876356,0.07964092906710016
0.03175765293641326,0.02572237567466994,0.014867228975985764,0.021882438889742756,0.020474365581209956
-0.029306425300053795,-0.013489594368605272,-0.006478832491958732,-0.017652882042307593,-0.02590141134166268
-0.00300671344737659,-0.0001234496981382541,-0.01601992561957115,-0.006713812851093696,0.0055143418206740295
0.024945238149244185,0.024210052138401612,0.017895103144560574,0.02655381429221525,0.020106842417109486
-0.01944739069232446,-0.027404469944138705,-0.016086409755994683,-0.03272390553995994,0.012033112204663035
0.027487701249551747,0.01161691559766882,0.0005376109069039556,0.0075581483051859015,0.03961577477746661
0.07221912274972378,0.05828659494863233,0.02374963436243539,0.03895080405088389,0.09199143155525276
0.0976660740938927,0.06547419968658863,0.02821474973063594,0.03695520180784985,0.13466032252962135
0.039152197853814304,0.03927737669195017,0.03011072362956792,0.027713806950676108,0.03356047233567114
0.01321192023926001,-0.012607860956963927,-0.016557901294979405,-0.040864388295542134,0.06835915652411106
-0.001262422334656308,0.008966343749380162,0.008092805179112575,0.0030115002967230735,-0.023447457403035145
-0.07947751843617488,-0.06849169105474925,-0.018675618972485156,-0.06080736095463528,-0.08877201065047881
0.06119593135571223,0.04569676875820983,0.022715040713186287,0.04827209048389068,0.052520234767259415
0.035848745668375814,0.03597720463555761,0.0304579329325386,0.026423844891219034,0.025767834008569353
-0.03532450373920775,-0.01839165041370822,0.011697539068382373,0.010568060854446809,-0.09104702938237766
0.03186840273636341,0.014595089058328098,0.002946484644751689,-0.004210963447749604,0.05490832334301182
0.0786481186757342,0.08988523577397757,0.04299251260153568,0.07703975784760562,0.06073362539951298
0.08731155871398813,0.08443535035264425,0.054184899393433544,0.07569737900758525,0.05181250138396076
0.03847870396934295,0.03977966757618089,0.01380861174588676,0.02079237375793936,0.04425430528987728
0.1120574306680449,0.06688510708589458,0.017255783908139432,0.03625144329359532,0.1649198884775342
0.03942501668823731,0.0349883609108049,0.0245087029289448,0.032288732612640765,0.02298503931133925
0.08067692747168466,0.04950796816529154,0.02302423359910208,0.030450603825158202,0.10784715568404467
-0.029702050001319816,-0.05224642053381364,-0.036034265584034365,-0.06256366088890607,0.01914586884848043
0.009370520013810127,-0.0022741694058249088,-0.0003917141273218506,-0.00882204239471087,0.004209373527507276
0.005527345356597296,-5.4561968481178346e-5,-0.008235009036831744,-0.006819829388347349,0.026317841333796835
0.027483406622589242,0.022495786987929964,0.005971263660695192,0.017747776223366124,0.04202495223753153
0.0499993409255956,0.0236197636319881,0.012615003890845852,0.01386692951302692,0.08460259266680713
0.046567256274746144,0.05743674649656845,0.03494895457176916,0.05346793762350581,-0.004570370026626439
0.006610190147109755,0.0009608124065038854,-0.00937324243871325,-0.010690657715840102,0.02787621725204443
0.001551032868835748,-0.01027321903006442,-0.0003441400210115802,-0.017323433509394307,-0.005229575509504195
0.0024184129123794498,-0.0023782694090323762,-0.006098532324173066,-0.012958436905369675,0.007038538642585938
-0.020011551130992514,-0.011380215403564181,0.0029753943805257317,0.0008645417809910547,-0.06505584930986465
0.014045292872845293,-0.0034852189629038365,-0.003971302266883475,-0.02056055471144857,0.055617637958242705
0.051043170895130774,0.049382846530024296,0.03157850131303886,0.05062370165343546,0.01787346057658142
-0.023872763448101575,-0.02465421714612252,-0.0191494163944038,-0.027931424457548808,0.000941841621414129
0.010963296626085826,-0.0017939530930080848,-0.011360473400340462,-0.014442920675228912,0.02166470587246203
-0.02137062430701912,-0.007856622274299674,-0.00029853601574345153,8.199202408681276e-5,-0.048106779947410486
0.007275536772202984,0.01748954064757641,0.021420795998737138,0.026610536075384675,-0.025439868246420704
0.018060244027782335,0.019857842983508792,0.025825166752709135,0.025308824226826895,-0.00613029714242705
-0.03298992056907558,-0.02870767615572632,-0.016049522983783968,-0.026121065381382202,-0.02941627959007227
0.020356543001399316,0.006498158967474514,-0.003298514083421622,-0.002936778982267265,0.05334256140834504
0.002224387605283234,-0.008064122654209104,-0.011695131690456426,-0.012535879965769943,0.020635356821495043
-0.012654687318336893,0.0016473768230243274,0.01385172018266383,0.0011542100114503868,-0.05389980365299688
0.016610270208877564,-0.00023177094227683562,-0.008978053784784588,-0.026954041265313262,0.08030432249094792
-0.00899368237635401,-0.015418957933047452,-0.002895456246902498,-0.01208666561103781,-0.007868397147137045
0.010476418009798254,0.013575284946170624,0.021825102427272525,0.02017174184236661,-0.02008363609208617
0.05952617509997103,0.06520495004384809,0.0356703759103008,0.05335737951154517,0.03488153912162216
0.059866240680169915,0.0256935040734096,-0.00010388921055133702,0.008191474036291953,0.08832605922827269
-0.021267532916056882,-0.04647173509674802,-0.03227846744474444,-0.07449311230701511,0.05639147089575072
0.018284409988189566,0.0040021900404997425,0.001075629431595148,0.004029322255556622,0.027400939246726104
