A,B,C
-0.011320363376778983,-0.006071373376764388,0.01004067843441319
-0.004678075456801356,0.009039429190682603,-0.04303793032876566
-0.015418185270802624,-0.014358282607311364,0.016015911866583236
-0.008109779293435784,-0.008121472722755013,-0.014880057956323012
-0.0071325565791265306,0.0214447229351684,0.07829108461458928
-0.004464614485157866,-0.01978266257546861,0.0064325015144553275
0.00690580342103126,-0.016083800608084835,-0.029730639840309724
-0.007664086311874692,0.03410381450581656,-0.004712561051568665
-0.0008885771243653435,0.00692503562042236,0.030956969012621016
-0.0017451401981069827,-0.0040720964312684444,-0.08301300540352205
-0.00011527850902818236,0.005505961395846063,0.044498132666495376
0.017405823655055476,0.03889387398345242,0.13084721371010702
-0.01768419234534786,-0.011649900078468493,0.08045265495504111
0.01167570000472501,0.026069846912734198,-0.02879200149333658
0.0037464542522590975,0.011344347248426097,-0.09297391972754783
